"계정항목코드별","시점","생산자물가지수(품목별)(2015=100)",
"탁주[2015=100]","1989 년","49.12",
"탁주[2015=100]","1990 년","56.64",
"탁주[2015=100]","1991 년","63.19",
"탁주[2015=100]","1992 년","63.09",
"탁주[2015=100]","1993 년","63.86",
"탁주[2015=100]","1994 년","66.63",
"탁주[2015=100]","1995 년","69.93",
"탁주[2015=100]","1996 년","77.05",
"탁주[2015=100]","1997 년","79.09",
"탁주[2015=100]","1998 년","90.42",
"탁주[2015=100]","1999 년","94.19",
"탁주[2015=100]","2000 년","94.19",
"탁주[2015=100]","2001 년","92.67",
"탁주[2015=100]","2002 년","91.57",
"탁주[2015=100]","2003 년","90.58",
"탁주[2015=100]","2004 년","90.49",
"탁주[2015=100]","2005 년","90.49",
"탁주[2015=100]","2006 년","91.91",
"탁주[2015=100]","2007 년","97.75",
"탁주[2015=100]","2008 년","98.09",
"탁주[2015=100]","2009 년","98.09",
"탁주[2015=100]","2010 년","98.09",
"탁주[2015=100]","2011 년","98.09",
"탁주[2015=100]","2012 년","98.09",
"탁주[2015=100]","2013 년","98.09",
"탁주[2015=100]","2014 년","99.36",
"탁주[2015=100]","2015 년","100",
"탁주[2015=100]","2016 년","101.71",
"탁주[2015=100]","2017 년","103.33",
"탁주[2015=100]","2018 년","103.68",
"위스키[2015=100]","1985 년","72.17",
"위스키[2015=100]","1986 년","72.17",
"위스키[2015=100]","1987 년","75.72",
"위스키[2015=100]","1988 년","76.43",
"위스키[2015=100]","1989 년","85.68",
"위스키[2015=100]","1990 년","87.92",
"위스키[2015=100]","1991 년","78.99",
"위스키[2015=100]","1992 년","74.71",
"위스키[2015=100]","1993 년","74.71",
"위스키[2015=100]","1994 년","67.98",
"위스키[2015=100]","1995 년","67.98",
"위스키[2015=100]","1996 년","63.91",
"위스키[2015=100]","1997 년","69.64",
"위스키[2015=100]","1998 년","95.98",
"위스키[2015=100]","1999 년","97.32",
"위스키[2015=100]","2000 년","83.1",
"위스키[2015=100]","2001 년","83.1",
"위스키[2015=100]","2002 년","83.1",
"위스키[2015=100]","2003 년","83.1",
"위스키[2015=100]","2004 년","83.1",
"위스키[2015=100]","2005 년","83.1",
"위스키[2015=100]","2006 년","83.1",
"위스키[2015=100]","2007 년","83.1",
"위스키[2015=100]","2008 년","84.94",
"위스키[2015=100]","2009 년","89.3",
"위스키[2015=100]","2010 년","92.53",
"위스키[2015=100]","2011 년","94.65",
"위스키[2015=100]","2012 년","95.16",
"위스키[2015=100]","2013 년","100",
"위스키[2015=100]","2014 년","100",
"위스키[2015=100]","2015 년","100",
"위스키[2015=100]","2016 년","100",
"위스키[2015=100]","2017 년","100",
"위스키[2015=100]","2018 년","100",
"콜라[2015=100]","1985 년","36.95",
"콜라[2015=100]","1986 년","39.06",
"콜라[2015=100]","1987 년","39.45",
"콜라[2015=100]","1988 년","38.06",
"콜라[2015=100]","1989 년","36.1",
"콜라[2015=100]","1990 년","36.05",
"콜라[2015=100]","1991 년","36.05",
"콜라[2015=100]","1992 년","39.03",
"콜라[2015=100]","1993 년","42.06",
"콜라[2015=100]","1994 년","44.1",
"콜라[2015=100]","1995 년","45.69",
"콜라[2015=100]","1996 년","47.06",
"콜라[2015=100]","1997 년","47.67",
"콜라[2015=100]","1998 년","52.68",
"콜라[2015=100]","1999 년","56.06",
"콜라[2015=100]","2000 년","49.39",
"콜라[2015=100]","2001 년","50.37",
"콜라[2015=100]","2002 년","50.82",
"콜라[2015=100]","2003 년","52.4",
"콜라[2015=100]","2004 년","53.38",
"콜라[2015=100]","2005 년","56.45",
"콜라[2015=100]","2006 년","63.91",
"콜라[2015=100]","2007 년","66.75",
"콜라[2015=100]","2008 년","68.61",
"콜라[2015=100]","2009 년","73.51",
"콜라[2015=100]","2010 년","77.68",
"콜라[2015=100]","2011 년","86.27",
"콜라[2015=100]","2012 년","91.79",
"콜라[2015=100]","2013 년","94.66",
"콜라[2015=100]","2014 년","97.69",
"콜라[2015=100]","2015 년","100",
"콜라[2015=100]","2016 년","100.33",
"콜라[2015=100]","2017 년","101.96",
"콜라[2015=100]","2018 년","103.59",
"사이다[2015=100]","1985 년","35.41",
"사이다[2015=100]","1986 년","36.85",
"사이다[2015=100]","1987 년","37.17",
"사이다[2015=100]","1988 년","35.89",
"사이다[2015=100]","1989 년","34.25",
"사이다[2015=100]","1990 년","34.19",
"사이다[2015=100]","1991 년","34.19",
"사이다[2015=100]","1992 년","36.95",
"사이다[2015=100]","1993 년","39.81",
"사이다[2015=100]","1994 년","41.83",
"사이다[2015=100]","1995 년","43.29",
"사이다[2015=100]","1996 년","44.58",
"사이다[2015=100]","1997 년","44.58",
"사이다[2015=100]","1998 년","48.45",
"사이다[2015=100]","1999 년","50",
"사이다[2015=100]","2000 년","44.98",
"사이다[2015=100]","2001 년","45.87",
"사이다[2015=100]","2002 년","46.13",
"사이다[2015=100]","2003 년","47.72",
"사이다[2015=100]","2004 년","49.46",
"사이다[2015=100]","2005 년","52.01",
"사이다[2015=100]","2006 년","58.1",
"사이다[2015=100]","2007 년","61.3",
"사이다[2015=100]","2008 년","68.07",
"사이다[2015=100]","2009 년","73.25",
"사이다[2015=100]","2010 년","74.95",
"사이다[2015=100]","2011 년","83.11",
"사이다[2015=100]","2012 년","88.54",
"사이다[2015=100]","2013 년","92.45",
"사이다[2015=100]","2014 년","97.81",
"사이다[2015=100]","2015 년","100",
"사이다[2015=100]","2016 년","102.36",
"사이다[2015=100]","2017 년","102.36",
"사이다[2015=100]","2018 년","102.36",
"과실음료[2015=100]","1985 년","58.21",
"과실음료[2015=100]","1986 년","60.22",
"과실음료[2015=100]","1987 년","60.61",
"과실음료[2015=100]","1988 년","58.87",
"과실음료[2015=100]","1989 년","58.26",
"과실음료[2015=100]","1990 년","58.16",
"과실음료[2015=100]","1991 년","58.16",
"과실음료[2015=100]","1992 년","62.63",
"과실음료[2015=100]","1993 년","67.07",
"과실음료[2015=100]","1994 년","70.51",
"과실음료[2015=100]","1995 년","72.51",
"과실음료[2015=100]","1996 년","74.91",
"과실음료[2015=100]","1997 년","74.91",
"과실음료[2015=100]","1998 년","79.87",
"과실음료[2015=100]","1999 년","82.27",
"과실음료[2015=100]","2000 년","72.17",
"과실음료[2015=100]","2001 년","72.67",
"과실음료[2015=100]","2002 년","74.67",
"과실음료[2015=100]","2003 년","74.89",
"과실음료[2015=100]","2004 년","74.05",
"과실음료[2015=100]","2005 년","77.94",
"과실음료[2015=100]","2006 년","79.95",
"과실음료[2015=100]","2007 년","82.07",
"과실음료[2015=100]","2008 년","83.01",
"과실음료[2015=100]","2009 년","85.24",
"과실음료[2015=100]","2010 년","86.85",
"과실음료[2015=100]","2011 년","93.05",
"과실음료[2015=100]","2012 년","95.26",
"과실음료[2015=100]","2013 년","97.05",
"과실음료[2015=100]","2014 년","98.59",
"과실음료[2015=100]","2015 년","100",
"과실음료[2015=100]","2016 년","100.18",
"과실음료[2015=100]","2017 년","101.05",
"과실음료[2015=100]","2018 년","101.8",
"알카리성이온음료[2015=100]","1990 년","61.23",
"알카리성이온음료[2015=100]","1991 년","61.23",
"알카리성이온음료[2015=100]","1992 년","63.68",
"알카리성이온음료[2015=100]","1993 년","67.27",
"알카리성이온음료[2015=100]","1994 년","70.68",
"알카리성이온음료[2015=100]","1995 년","71.72",
"알카리성이온음료[2015=100]","1996 년","74.85",
"알카리성이온음료[2015=100]","1997 년","74.85",
"알카리성이온음료[2015=100]","1998 년","77.67",
"알카리성이온음료[2015=100]","1999 년","77.74",
"알카리성이온음료[2015=100]","2000 년","68.04",
"알카리성이온음료[2015=100]","2001 년","68.22",
"알카리성이온음료[2015=100]","2002 년","66.66",
"알카리성이온음료[2015=100]","2003 년","67.26",
"알카리성이온음료[2015=100]","2004 년","67.25",
"알카리성이온음료[2015=100]","2005 년","70.26",
"알카리성이온음료[2015=100]","2006 년","72.6",
"알카리성이온음료[2015=100]","2007 년","72.96",
"알카리성이온음료[2015=100]","2008 년","75.19",
"알카리성이온음료[2015=100]","2009 년","77.77",
"알카리성이온음료[2015=100]","2010 년","82.27",
"알카리성이온음료[2015=100]","2011 년","88.63",
"알카리성이온음료[2015=100]","2012 년","90.59",
"알카리성이온음료[2015=100]","2013 년","93.48",
"알카리성이온음료[2015=100]","2014 년","98.07",
"알카리성이온음료[2015=100]","2015 년","100",
"알카리성이온음료[2015=100]","2016 년","100",
"알카리성이온음료[2015=100]","2017 년","100",
"알카리성이온음료[2015=100]","2018 년","101.95",
"두유[2015=100]","1985 년","43.87",
"두유[2015=100]","1986 년","43.87",
"두유[2015=100]","1987 년","43.87",
"두유[2015=100]","1988 년","43.87",
"두유[2015=100]","1989 년","43.87",
"두유[2015=100]","1990 년","43.84",
"두유[2015=100]","1991 년","44.09",
"두유[2015=100]","1992 년","45.3",
"두유[2015=100]","1993 년","46.06",
"두유[2015=100]","1994 년","47.33",
"두유[2015=100]","1995 년","47.33",
"두유[2015=100]","1996 년","48.4",
"두유[2015=100]","1997 년","49.23",
"두유[2015=100]","1998 년","59.05",
"두유[2015=100]","1999 년","66.35",
"두유[2015=100]","2000 년","68.29",
"두유[2015=100]","2001 년","69.83",
"두유[2015=100]","2002 년","70.67",
"두유[2015=100]","2003 년","71.48",
"두유[2015=100]","2004 년","71.75",
"두유[2015=100]","2005 년","76.34",
"두유[2015=100]","2006 년","77.74",
"두유[2015=100]","2007 년","77.93",
"두유[2015=100]","2008 년","84.82",
"두유[2015=100]","2009 년","93.74",
"두유[2015=100]","2010 년","93.96",
"두유[2015=100]","2011 년","93.96",
"두유[2015=100]","2012 년","97.31",
"두유[2015=100]","2013 년","100",
"두유[2015=100]","2014 년","100",
"두유[2015=100]","2015 년","100",
"두유[2015=100]","2016 년","100",
"두유[2015=100]","2017 년","100.73",
"두유[2015=100]","2018 년","102.95",
"커피음료[2015=100]","1995 년","69.66",
"커피음료[2015=100]","1996 년","69.27",
"커피음료[2015=100]","1997 년","70.13",
"커피음료[2015=100]","1998 년","84.55",
"커피음료[2015=100]","1999 년","85.56",
"커피음료[2015=100]","2000 년","85.7",
"커피음료[2015=100]","2001 년","85.93",
"커피음료[2015=100]","2002 년","82.09",
"커피음료[2015=100]","2003 년","80.4",
"커피음료[2015=100]","2004 년","80.46",
"커피음료[2015=100]","2005 년","80.75",
"커피음료[2015=100]","2006 년","80.96",
"커피음료[2015=100]","2007 년","80.96",
"커피음료[2015=100]","2008 년","81.44",
"커피음료[2015=100]","2009 년","81.82",
"커피음료[2015=100]","2010 년","83.35",
"커피음료[2015=100]","2011 년","91.34",
"커피음료[2015=100]","2012 년","94.9",
"커피음료[2015=100]","2013 년","96.64",
"커피음료[2015=100]","2014 년","98.7",
"커피음료[2015=100]","2015 년","100",
"커피음료[2015=100]","2016 년","100.44",
"커피음료[2015=100]","2017 년","100.44",
"커피음료[2015=100]","2018 년","100.44",
"인삼음료[2015=100]","2010 년","90.28",
"인삼음료[2015=100]","2011 년","90.68",
"인삼음료[2015=100]","2012 년","90.68",
"인삼음료[2015=100]","2013 년","91.46",
"인삼음료[2015=100]","2014 년","100",
"인삼음료[2015=100]","2015 년","100",
"인삼음료[2015=100]","2016 년","100",
"인삼음료[2015=100]","2017 년","100",
"인삼음료[2015=100]","2018 년","100",
"생수[2015=100]","1985 년","88.67",
"생수[2015=100]","1986 년","88.67",
"생수[2015=100]","1987 년","88.67",
"생수[2015=100]","1988 년","88.67",
"생수[2015=100]","1989 년","86.55",
"생수[2015=100]","1990 년","86.45",
"생수[2015=100]","1991 년","86.45",
"생수[2015=100]","1992 년","86.45",
"생수[2015=100]","1993 년","86.45",
"생수[2015=100]","1994 년","86.45",
"생수[2015=100]","1995 년","91.62",
"생수[2015=100]","1996 년","94.01",
"생수[2015=100]","1997 년","94.01",
"생수[2015=100]","1998 년","94.01",
"생수[2015=100]","1999 년","91.65",
"생수[2015=100]","2000 년","92.35",
"생수[2015=100]","2001 년","91.93",
"생수[2015=100]","2002 년","91.71",
"생수[2015=100]","2003 년","91.71",
"생수[2015=100]","2004 년","91.71",
"생수[2015=100]","2005 년","91.71",
"생수[2015=100]","2006 년","91.71",
"생수[2015=100]","2007 년","91.71",
"생수[2015=100]","2008 년","92.02",
"생수[2015=100]","2009 년","94.85",
"생수[2015=100]","2010 년","96.12",
"생수[2015=100]","2011 년","98.02",
"생수[2015=100]","2012 년","99.38",
"생수[2015=100]","2013 년","99.66",
"생수[2015=100]","2014 년","99.71",
"생수[2015=100]","2015 년","100",
"생수[2015=100]","2016 년","100.16",
"생수[2015=100]","2017 년","100.45",
"생수[2015=100]","2018 년","102.31",
"담배[2015=100]","1985 년","30.45",
"담배[2015=100]","1986 년","30.45",
"담배[2015=100]","1987 년","30.8",
"담배[2015=100]","1988 년","31.16",
"담배[2015=100]","1989 년","31.05",
"담배[2015=100]","1990 년","32.11",
"담배[2015=100]","1991 년","32.69",
"담배[2015=100]","1992 년","32.69",
"담배[2015=100]","1993 년","33.76",
"담배[2015=100]","1994 년","42.07",
"담배[2015=100]","1995 년","42.4",
"담배[2015=100]","1996 년","47.84",
"담배[2015=100]","1997 년","52.08",
"담배[2015=100]","1998 년","52.08",
"담배[2015=100]","1999 년","53.92",
"담배[2015=100]","2000 년","53.92",
"담배[2015=100]","2001 년","59",
"담배[2015=100]","2002 년","66.94",
"담배[2015=100]","2003 년","67.66",
"담배[2015=100]","2004 년","67.66",
"담배[2015=100]","2005 년","87.54",
"담배[2015=100]","2006 년","87.54",
"담배[2015=100]","2007 년","87.54",
"담배[2015=100]","2008 년","87.54",
"담배[2015=100]","2009 년","87.54",
"담배[2015=100]","2010 년","87.54",
"담배[2015=100]","2011 년","90.74",
"담배[2015=100]","2012 년","94.93",
"담배[2015=100]","2013 년","95.09",
"담배[2015=100]","2014 년","95.09",
"담배[2015=100]","2015 년","100",
"담배[2015=100]","2016 년","100",
"담배[2015=100]","2017 년","100",
"담배[2015=100]","2018 년","100",
"순면사[2015=100]","1985 년","79.58",
"순면사[2015=100]","1986 년","81.63",
"순면사[2015=100]","1987 년","90.73",
"순면사[2015=100]","1988 년","87.66",
"순면사[2015=100]","1989 년","76.24",
"순면사[2015=100]","1990 년","75.92",
"순면사[2015=100]","1991 년","84.82",
"순면사[2015=100]","1992 년","78.9",
"순면사[2015=100]","1993 년","76.6",
"순면사[2015=100]","1994 년","88.48",
"순면사[2015=100]","1995 년","97.02",
"순면사[2015=100]","1996 년","94.71",
"순면사[2015=100]","1997 년","101.64",
"순면사[2015=100]","1998 년","127.67",
"순면사[2015=100]","1999 년","109.81",
"순면사[2015=100]","2000 년","94.62",
"순면사[2015=100]","2001 년","96.6",
"순면사[2015=100]","2002 년","87.54",
"순면사[2015=100]","2003 년","89.69",
"순면사[2015=100]","2004 년","96.71",
"순면사[2015=100]","2005 년","77.78",
"순면사[2015=100]","2006 년","74.7",
"순면사[2015=100]","2007 년","71.88",
"순면사[2015=100]","2008 년","90.88",
"순면사[2015=100]","2009 년","97.9",
"순면사[2015=100]","2010 년","127.13",
"순면사[2015=100]","2011 년","146.28",
"순면사[2015=100]","2012 년","120.81",
"순면사[2015=100]","2013 년","117.7",
"순면사[2015=100]","2014 년","105.75",
"순면사[2015=100]","2015 년","100",
"순면사[2015=100]","2016 년","99.44",
"순면사[2015=100]","2017 년","101.58",
"순면사[2015=100]","2018 년","106.52",
"면혼방사[2015=100]","1985 년","68.5",
"면혼방사[2015=100]","1986 년","70.78",
"면혼방사[2015=100]","1987 년","78.17",
"면혼방사[2015=100]","1988 년","80.29",
"면혼방사[2015=100]","1989 년","79.36",
"면혼방사[2015=100]","1990 년","79.36",
"면혼방사[2015=100]","1991 년","79.72",
"면혼방사[2015=100]","1992 년","77.21",
"면혼방사[2015=100]","1993 년","75.66",
"면혼방사[2015=100]","1994 년","81.71",
"면혼방사[2015=100]","1995 년","93.78",
"면혼방사[2015=100]","1996 년","88.88",
"면혼방사[2015=100]","1997 년","93.84",
"면혼방사[2015=100]","1998 년","117.2",
"면혼방사[2015=100]","1999 년","93.86",
"면혼방사[2015=100]","2000 년","88.33",
"면혼방사[2015=100]","2001 년","93.66",
"면혼방사[2015=100]","2002 년","87.46",
"면혼방사[2015=100]","2003 년","90.55",
"면혼방사[2015=100]","2004 년","98.32",
"면혼방사[2015=100]","2005 년","92.38",
"면혼방사[2015=100]","2006 년","88.45",
"면혼방사[2015=100]","2007 년","90.58",
"면혼방사[2015=100]","2008 년","103.39",
"면혼방사[2015=100]","2009 년","118.08",
"면혼방사[2015=100]","2010 년","135.08",
"면혼방사[2015=100]","2011 년","159.38",
"면혼방사[2015=100]","2012 년","121.39",
"면혼방사[2015=100]","2013 년","120.93",
"면혼방사[2015=100]","2014 년","107.24",
"면혼방사[2015=100]","2015 년","100",
"면혼방사[2015=100]","2016 년","98.29",
"면혼방사[2015=100]","2017 년","98.76",
"면혼방사[2015=100]","2018 년","98.93",
"모사[2015=100]","1985 년","41.1",
"모사[2015=100]","1986 년","38.24",
"모사[2015=100]","1987 년","41.44",
"모사[2015=100]","1988 년","43.01",
"모사[2015=100]","1989 년","42.9",
"모사[2015=100]","1990 년","48.07",
"모사[2015=100]","1991 년","49.23",
"모사[2015=100]","1992 년","47.73",
"모사[2015=100]","1993 년","55.91",
"모사[2015=100]","1994 년","55.25",
"모사[2015=100]","1995 년","54.39",
"모사[2015=100]","1996 년","53.63",
"모사[2015=100]","1997 년","56.96",
"모사[2015=100]","1998 년","63.41",
"모사[2015=100]","1999 년","63.49",
"모사[2015=100]","2000 년","63.29",
"모사[2015=100]","2001 년","61.55",
"모사[2015=100]","2002 년","61.44",
"모사[2015=100]","2003 년","64.25",
"모사[2015=100]","2004 년","68.72",
"모사[2015=100]","2005 년","73.61",
"모사[2015=100]","2006 년","82.02",
"모사[2015=100]","2007 년","93.33",
"모사[2015=100]","2008 년","91.18",
"모사[2015=100]","2009 년","87.99",
"모사[2015=100]","2010 년","89.43",
"모사[2015=100]","2011 년","107.38",
"모사[2015=100]","2012 년","108.41",
"모사[2015=100]","2013 년","102.49",
"모사[2015=100]","2014 년","98.8",
"모사[2015=100]","2015 년","100",
"모사[2015=100]","2016 년","102.84",
"모사[2015=100]","2017 년","106.04",
"모사[2015=100]","2018 년","115.6",
"순합성섬유사[2015=100]","1990 년","58.27",
"순합성섬유사[2015=100]","1991 년","62.88",
"순합성섬유사[2015=100]","1992 년","62.98",
"순합성섬유사[2015=100]","1993 년","60.2",
"순합성섬유사[2015=100]","1994 년","60.27",
"순합성섬유사[2015=100]","1995 년","70.41",
"순합성섬유사[2015=100]","1996 년","65.11",
"순합성섬유사[2015=100]","1997 년","61.76",
"순합성섬유사[2015=100]","1998 년","71.28",
"순합성섬유사[2015=100]","1999 년","56.38",
"순합성섬유사[2015=100]","2000 년","63.88",
"순합성섬유사[2015=100]","2001 년","61.77",
"순합성섬유사[2015=100]","2002 년","57.97",
"순합성섬유사[2015=100]","2003 년","64.07",
"순합성섬유사[2015=100]","2004 년","74.08",
"순합성섬유사[2015=100]","2005 년","69.45",
"순합성섬유사[2015=100]","2006 년","71.61",
"순합성섬유사[2015=100]","2007 년","73.11",
"순합성섬유사[2015=100]","2008 년","85.72",
"순합성섬유사[2015=100]","2009 년","91.04",
"순합성섬유사[2015=100]","2010 년","104.21",
"순합성섬유사[2015=100]","2011 년","122.48",
"순합성섬유사[2015=100]","2012 년","104.71",
"순합성섬유사[2015=100]","2013 년","106.82",
"순합성섬유사[2015=100]","2014 년","105.12",
"순합성섬유사[2015=100]","2015 년","100",
"순합성섬유사[2015=100]","2016 년","99.39",
"순합성섬유사[2015=100]","2017 년","102.49",
"순합성섬유사[2015=100]","2018 년","105.4",
"재봉사[2015=100]","1985 년","31.66",
"재봉사[2015=100]","1986 년","33.92",
"재봉사[2015=100]","1987 년","40",
"재봉사[2015=100]","1988 년","44.11",
"재봉사[2015=100]","1989 년","44.92",
"재봉사[2015=100]","1990 년","50.96",
"재봉사[2015=100]","1991 년","54.54",
"재봉사[2015=100]","1992 년","54.54",
"재봉사[2015=100]","1993 년","56.85",
"재봉사[2015=100]","1994 년","63.14",
"재봉사[2015=100]","1995 년","70.69",
"재봉사[2015=100]","1996 년","75.72",
"재봉사[2015=100]","1997 년","75",
"재봉사[2015=100]","1998 년","94.42",
"재봉사[2015=100]","1999 년","93.59",
"재봉사[2015=100]","2000 년","93.4",
"재봉사[2015=100]","2001 년","93.4",
"재봉사[2015=100]","2002 년","93.4",
"재봉사[2015=100]","2003 년","93.4",
"재봉사[2015=100]","2004 년","93.4",
"재봉사[2015=100]","2005 년","93.4",
"재봉사[2015=100]","2006 년","93.4",
"재봉사[2015=100]","2007 년","93.4",
"재봉사[2015=100]","2008 년","93.4",
"재봉사[2015=100]","2009 년","93.4",
"재봉사[2015=100]","2010 년","93.4",
"재봉사[2015=100]","2011 년","102",
"재봉사[2015=100]","2012 년","102.43",
"재봉사[2015=100]","2013 년","104.28",
"재봉사[2015=100]","2014 년","103.25",
"재봉사[2015=100]","2015 년","100",
"재봉사[2015=100]","2016 년","97.46",
"재봉사[2015=100]","2017 년","96.33",
"재봉사[2015=100]","2018 년","96.33",
"커버링사[2015=100]","1985 년","48.97",
"커버링사[2015=100]","1986 년","54.82",
"커버링사[2015=100]","1987 년","67.06",
"커버링사[2015=100]","1988 년","71.58",
"커버링사[2015=100]","1989 년","67.1",
"커버링사[2015=100]","1990 년","68.03",
"커버링사[2015=100]","1991 년","67.97",
"커버링사[2015=100]","1992 년","70.59",
"커버링사[2015=100]","1993 년","70.59",
"커버링사[2015=100]","1994 년","70.8",
"커버링사[2015=100]","1995 년","77.81",
"커버링사[2015=100]","1996 년","76.17",
"커버링사[2015=100]","1997 년","73.77",
"커버링사[2015=100]","1998 년","91.31",
"커버링사[2015=100]","1999 년","82.1",
"커버링사[2015=100]","2000 년","82.03",
"커버링사[2015=100]","2001 년","82.34",
"커버링사[2015=100]","2002 년","82.12",
"커버링사[2015=100]","2003 년","82.41",
"커버링사[2015=100]","2004 년","84.71",
"커버링사[2015=100]","2005 년","85.44",
"커버링사[2015=100]","2006 년","85.18",
"커버링사[2015=100]","2007 년","85.28",
"커버링사[2015=100]","2008 년","86.38",
"커버링사[2015=100]","2009 년","86.64",
"커버링사[2015=100]","2010 년","87.88",
"커버링사[2015=100]","2011 년","106.37",
"커버링사[2015=100]","2012 년","106.09",
"커버링사[2015=100]","2013 년","106.57",
"커버링사[2015=100]","2014 년","105.84",
"커버링사[2015=100]","2015 년","100",
"커버링사[2015=100]","2016 년","97.17",
"커버링사[2015=100]","2017 년","98.2",
"커버링사[2015=100]","2018 년","101.38",
"면직물[2015=100]","1985 년","26.94",
"면직물[2015=100]","1986 년","30.15",
"면직물[2015=100]","1987 년","32.8",
"면직물[2015=100]","1988 년","34.56",
"면직물[2015=100]","1989 년","35.2",
"면직물[2015=100]","1990 년","33.76",
"면직물[2015=100]","1991 년","35.88",
"면직물[2015=100]","1992 년","36.02",
"면직물[2015=100]","1993 년","36.57",
"면직물[2015=100]","1994 년","39.99",
"면직물[2015=100]","1995 년","43.29",
"면직물[2015=100]","1996 년","44.25",
"면직물[2015=100]","1997 년","45.33",
"면직물[2015=100]","1998 년","62.21",
"면직물[2015=100]","1999 년","62.89",
"면직물[2015=100]","2000 년","61.39",
"면직물[2015=100]","2001 년","60.74",
"면직물[2015=100]","2002 년","59.66",
"면직물[2015=100]","2003 년","60.94",
"면직물[2015=100]","2004 년","64.58",
"면직물[2015=100]","2005 년","64.57",
"면직물[2015=100]","2006 년","64.26",
"면직물[2015=100]","2007 년","63.75",
"면직물[2015=100]","2008 년","70.2",
"면직물[2015=100]","2009 년","80.06",
"면직물[2015=100]","2010 년","95.89",
"면직물[2015=100]","2011 년","109.18",
"면직물[2015=100]","2012 년","103.02",
"면직물[2015=100]","2013 년","106.6",
"면직물[2015=100]","2014 년","107.29",
"면직물[2015=100]","2015 년","100",
"면직물[2015=100]","2016 년","95.39",
"면직물[2015=100]","2017 년","94.26",
"면직물[2015=100]","2018 년","95.05",
"모직물[2015=100]","1985 년","61.73",
"모직물[2015=100]","1986 년","61.14",
"모직물[2015=100]","1987 년","64.17",
"모직물[2015=100]","1988 년","68.82",
"모직물[2015=100]","1989 년","66.69",
"모직물[2015=100]","1990 년","73.83",
"모직물[2015=100]","1991 년","75.51",
"모직물[2015=100]","1992 년","74.01",
"모직물[2015=100]","1993 년","74.87",
"모직물[2015=100]","1994 년","75.28",
"모직물[2015=100]","1995 년","77.61",
"모직물[2015=100]","1996 년","78.43",
"모직물[2015=100]","1997 년","78.09",
"모직물[2015=100]","1998 년","77.73",
"모직물[2015=100]","1999 년","77.71",
"모직물[2015=100]","2000 년","79.71",
"모직물[2015=100]","2001 년","78.93",
"모직물[2015=100]","2002 년","80.16",
"모직물[2015=100]","2003 년","80.59",
"모직물[2015=100]","2004 년","81.77",
"모직물[2015=100]","2005 년","78.31",
"모직물[2015=100]","2006 년","76.99",
"모직물[2015=100]","2007 년","76.99",
"모직물[2015=100]","2008 년","76.99",
"모직물[2015=100]","2009 년","76.68",
"모직물[2015=100]","2010 년","76.05",
"모직물[2015=100]","2011 년","83.55",
"모직물[2015=100]","2012 년","93.44",
"모직물[2015=100]","2013 년","92.75",
"모직물[2015=100]","2014 년","94.89",
"모직물[2015=100]","2015 년","100",
"모직물[2015=100]","2016 년","107",
"모직물[2015=100]","2017 년","113.41",
"모직물[2015=100]","2018 년","114.07",
"합성섬유직물[2015=100]","1985 년","59.88",
"합성섬유직물[2015=100]","1986 년","63.16",
"합성섬유직물[2015=100]","1987 년","70.61",
"합성섬유직물[2015=100]","1988 년","72.66",
"합성섬유직물[2015=100]","1989 년","71.79",
"합성섬유직물[2015=100]","1990 년","71.89",
"합성섬유직물[2015=100]","1991 년","73.94",
"합성섬유직물[2015=100]","1992 년","76.98",
"합성섬유직물[2015=100]","1993 년","76.98",
"합성섬유직물[2015=100]","1994 년","79.5",
"합성섬유직물[2015=100]","1995 년","82.51",
"합성섬유직물[2015=100]","1996 년","82.57",
"합성섬유직물[2015=100]","1997 년","75.94",
"합성섬유직물[2015=100]","1998 년","87.6",
"합성섬유직물[2015=100]","1999 년","90.13",
"합성섬유직물[2015=100]","2000 년","92.02",
"합성섬유직물[2015=100]","2001 년","67.51",
"합성섬유직물[2015=100]","2002 년","60.21",
"합성섬유직물[2015=100]","2003 년","57.41",
"합성섬유직물[2015=100]","2004 년","72.06",
"합성섬유직물[2015=100]","2005 년","87.86",
"합성섬유직물[2015=100]","2006 년","87.83",
"합성섬유직물[2015=100]","2007 년","87.54",
"합성섬유직물[2015=100]","2008 년","91.34",
"합성섬유직물[2015=100]","2009 년","94.36",
"합성섬유직물[2015=100]","2010 년","94.58",
"합성섬유직물[2015=100]","2011 년","102.86",
"합성섬유직물[2015=100]","2012 년","103.37",
"합성섬유직물[2015=100]","2013 년","101.32",
"합성섬유직물[2015=100]","2014 년","100.52",
"합성섬유직물[2015=100]","2015 년","100",
"합성섬유직물[2015=100]","2016 년","99.82",
"합성섬유직물[2015=100]","2017 년","99.74",
"합성섬유직물[2015=100]","2018 년","99.17",
"파일및셔닐직물[2015=100]","2005 년","85.21",
"파일및셔닐직물[2015=100]","2006 년","81.31",
"파일및셔닐직물[2015=100]","2007 년","76.59",
"파일및셔닐직물[2015=100]","2008 년","96.62",
"파일및셔닐직물[2015=100]","2009 년","113.67",
"파일및셔닐직물[2015=100]","2010 년","101.37",
"파일및셔닐직물[2015=100]","2011 년","103.67",
"파일및셔닐직물[2015=100]","2012 년","105.96",
"파일및셔닐직물[2015=100]","2013 년","101.61",
"파일및셔닐직물[2015=100]","2014 년","98.45",
"파일및셔닐직물[2015=100]","2015 년","100",
"파일및셔닐직물[2015=100]","2016 년","100.47",
